id,airport_name,country,city,code
1587,Miles City Airport - Frank Wiley Field,US,Miles City,MLS
1588,Monroe Regional Airport,US,Monroe,MLU
1589,Mc Entire Joint National Guard Base,US,Eastover,MMT
1590,Morristown Municipal Airport,US,Morristown,MMU
1591,Mobile Regional Airport,US,Mobile,MOB
1592,Modesto City Co-Harry Sham Field,US,Modesto,MOD
1593,Minot International Airport,US,Minot,MOT
1594,Edward F Knapp State Airport,US,Barre/Montpelier,MPV
1595,Smyrna Airport,US,Smyrna,MQY
1596,Eastern WV Regional Airport/Shepherd Field,US,Martinsburg,MRB
1597,Monterey Peninsula Airport,US,Monterey,MRY
1598,Northwest Alabama Regional Airport,US,Muscle Shoals,MSL
1599,Dane County Regional Truax Field,US,Madison,MSN
1600,Missoula International Airport,US,Missoula,MSO
1601,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,US,Minneapolis,MSP
1602,Massena International Airport Richards Field,US,Massena,MSS
1603,Louis Armstrong New Orleans International Airport,US,New Orleans,MSY
1604,Selfridge Air National Guard Base Airport,US,Mount Clemens,MTC
1605,The Florida Keys Marathon Airport,US,Marathon,MTH
1606,Montrose Regional Airport,US,Montrose,MTJ
1607,Martin State Airport,US,Baltimore,MTN
1608,Muir Army Air Field (Fort Indiantown Gap) Airport,US,Fort Indiantown Gap(Annville),MUI
1609,Mountain Home Air Force Base,US,Mountain Home,MUO
1610,Veterans Airport of Southern Illinois,US,Marion,MWA
1611,Grant County International Airport,US,Moses Lake,MWH
1612,Maxwell Air Force Base,US,Montgomery,MXF
1613,McCall Municipal Airport,US,McCall,MYL
1614,Myrtle Beach International Airport,US,Myrtle Beach,MYR
1615,Yuba County Airport,US,Marysville,MYV
1616,New Orleans NAS JRB/Alvin Callender Field,US,New Orleans,NBG
1617,Lakehurst Maxfield Field Airport,US,Lakehurst,NEL
1618,Lakefront Airport,US,New Orleans,NEW
1619,Fallon Naval Air Station,US,Fallon,NFL
1620,NAS Fort Worth JRB / Carswell Field,US,Fort Worth,FWH
1621,Naval Air Station Corpus Christi Truax Field,US,Corpus Christi,NGP
1622,Norfolk Naval Station (Chambers Field),US,Norfolk,NGU
1623,Patuxent River Naval Air Station (Trapnell Field),US,Patuxent River,NHK
1624,Brunswick Executive Airport,US,Brunswick,NHZ
1625,Jacksonville Naval Air Station (Towers Field),US,Jacksonville,NIP
1626,El Centro NAF Airport (Vraciu Field),US,El Centro,NJK
1627,Miramar Marine Corps Air Station - Mitscher Field,US,San Diego,NKX
1628,Lemoore Naval Air Station (Reeves Field) Airport,US,Lemoore,NLC
1629,Naval Air Station Pensacola Forrest Sherman Field,US,Pensacola,NPA
1630,Millington-Memphis Airport,US,Millington,NQA
1631,Kingsville Naval Air Station,US,Kingsville,NQI
1632,Naval Air Station Key West/Boca Chica Field,US,Key West,NQX
1633,Naval Station Mayport / Admiral David L McDonald Field,US,Jacksonville,NRB
1634,Whiting Field Naval Air Station - North,US,Milton,NSE
1635,Point Mugu Naval Air Station (Naval Base Ventura Co),US,Point Mugu,NTD
1636,Oceana Naval Air Station,US,Virginia Beach,NTU
1637,Moffett Federal Airfield,US,Mountain View,NUQ
1638,Whidbey Island Naval Air Station (Ault Field),US,Oak Harbor,NUW
1639,Quantico Marine Corps Airfield / Turner Field,US,Quantico,NYG
1640,Yuma International Airport / Marine Corps Air Station Yuma,US,Yuma,YUM
1641,North Island Naval Air Station-Halsey Field,US,San Diego,NZY
1642,Albert J Ellis Airport,US,Richlands,OAJ
1643,San Francisco Bay Oakland International Airport,US,Oakland,OAK
1644,Offutt Air Force Base,US,Omaha,OFF
1645,Karl Stefan Memorial Airport,US,Norfolk,OFK
1646,Orangeburg Municipal Airport,US,Orangeburg,OGB
1647,Ogden Hinckley Airport,US,Ogden,OGD
1648,Ogdensburg International Airport,US,Ogdensburg,OGS
1649,Will Rogers World Airport,US,Oklahoma City,OKC
1650,L M Clayton Airport,US,Wolf Point,OLF
1651,Olympia Regional Airport,US,Olympia,OLM
1652,Nogales International Airport,US,Nogales,OLS
1653,Columbus Municipal Airport,US,Columbus,OLU
1654,Eppley Airfield,US,Omaha,OMA
1655,Ontario Municipal Airport,US,Oregon,ONO
1656,Newport Municipal Airport,US,Newport,ONP
1657,Ontario International Airport,US,Ontario,ONT
1658,Miami-Opa Locka Executive Airport,US,Miami,OPF
1659,Quonset State Airport,US,North Kingstown,NCO
1660,Chicago O'Hare International Airport,US,Chicago,ORD
1661,Norfolk International Airport,US,Norfolk,ORF
1662,Worcester Regional Airport,US,Worcester,ORH
1663,Orcas Island Airport,US,Eastsound,ESD
1664,Wittman Regional Airport,US,Oshkosh,OSH
1665,The Ohio State University Airport - Don Scott Field,US,Columbus,OSU
1666,Southwest Oregon Regional Airport,US,North Bend,OTH
1667,Ottumwa Regional Airport,US,Ottumwa,OTM
1668,Owensboro Daviess County Airport,US,Owensboro,OWB
1669,Norwood Memorial Airport,US,Norwood,OWD
1670,Oxnard Airport,US,Oxnard,OXR
1671,Cairns AAF (Fort Rucker) Air Field,US,Fort Rucker/Ozark,OZR
1672,Orang (Chongjin) Airport,KP,Hoemun-ri,RGO
1673,Seattle Paine Field International Airport,US,Everett,PAE
1674,Barkley Regional Airport,US,Paducah,PAH
1675,Tyndall Air Force Base,US,Panama City,PAM
1676,Palo Alto Airport,US,Palo Alto,PAO
1677,"Pine Bluff Regional Airport, Grider Field",US,Pine Bluff,PBF
1678,Plattsburgh International Airport,US,Plattsburgh,PBG
1679,Palm Beach International Airport,US,West Palm Beach,PBI
1680,DeKalb Peachtree Airport,US,Atlanta,PDK
1681,Eastern Oregon Regional Airport at Pendleton,US,Pendleton,PDT
1682,Portland International Airport,US,Portland,PDX
1683,Page Municipal Airport,US,Page,PGA
1684,Punta Gorda Airport,US,Punta Gorda,PGD
1685,Pitt-Greenville Airport,US,Greenville,PGV
1686,Newport News Williamsburg International Airport,US,Newport News,PHF
1687,Philadelphia International Airport,US,Philadelphia,PHL
1688,Phoenix Sky Harbor International Airport,US,Phoenix,PHX
1689,General Wayne A. Downing Peoria International Airport,US,Peoria,PIA
1690,Hattiesburg Laurel Regional Airport,US,Moselle,PIB
1691,St. Petersburg Clearwater International Airport,US,Pinellas Park,PIE
1692,Pocatello Regional Airport,US,Pocatello,PIH
1693,Pierre Regional Airport,US,Pierre,PIR
1694,Pittsburgh International Airport,US,Pittsburgh,PIT
1695,Mid Ohio Valley Regional Airport,US,Parkersburg (Williamstown),PKB
1696,Pellston Regional Airport of Emmet County Airport,US,Pellston,PLN
1697,Palmdale Regional Airport / USAF Plant 42 Airport,US,Palmdale,PMD
1698,Ralph Wenz Field,US,Pinedale,PWY
1699,Ponca City Regional Airport,US,Ponca City,PNC
1700,Northeast Philadelphia Airport,US,Philadelphia,PNE
1701,Pensacola International Airport,US,Pensacola,PNS
1702,Pope Field,US,Fort Bragg,POB
1703,Polk Army Air Field,US,Fort Polk,POE
1704,Dutchess County Airport,US,Poughkeepsie,POU
1705,Presque Isle International Airport,US,Presque Isle,PQI
1706,Paso Robles Municipal Airport,US,Paso Robles,PRB
1707,Prescott International Airport - Ernest A. Love Field,US,Prescott,PRC
1708,Cox Field,US,Paris,PRX
1709,Tri Cities Airport,US,Pasco,PSC
1710,Portsmouth International at Pease Airport,US,Portsmouth,PSM
1711,Palm Springs International Airport,US,Palm Springs,PSP
1712,Oakland County International Airport,US,Pontiac,PTK
1713,Pueblo Memorial Airport,US,Pueblo,PUB
1714,Pullman-Moscow Regional Airport,US,Pullman,PUW
1715,Theodore Francis Green State Airport,US,Warwick,PVD
1716,Provo-Utah Lake International Airport,US,Provo,PVU
1717,Chicago Executive Airport,US,Chicago/Prospect Heights/Wheeling,PWK
1718,Portland International Jetport,US,Portland,PWM
1719,Bremerton National Airport,US,Bremerton,PWT
1720,Riverside Municipal Airport,US,Riverside,RAL
1721,Rapid City Regional Airport,US,Rapid City,RAP
1722,Red Bluff Municipal Airport,US,Red Bluff,RBL
1723,Ellsworth Air Force Base,US,Rapid City,RCA
1724,Redding Municipal Airport,US,Redding,RDD
1725,Reading Regional Airport (Carl A Spaatz Field),US,Reading,RDG
1726,Roberts Field,US,Redmond,RDM
1727,Grand Forks Air Force Base,US,Grand Forks,RDR
1728,Raleigh Durham International Airport,US,Raleigh/Durham,RDU
1729,Chicago Rockford International Airport,US,Chicago/Rockford,RFD
1730,Rhinelander Oneida County Airport,US,Rhinelander,RHI
1731,Richmond International Airport,US,Richmond,RIC
1732,Garfield County Regional Airport,US,Rifle,RIL
1733,March Air Reserve Base,US,Riverside,RIV
1734,Central Wyoming Regional Airport,US,Riverton,RIW
1735,Knox County Regional Airport,US,Rockland,RKD
1736,Southwest Wyoming Regional Airport,US,Rock Springs,RKS
1737,Griffiss International Airport,US,Rome,RME
1738,Richard B Russell Airport,US,Rome,RMG
1739,Randolph Air Force Base,US,Universal City,RND
1740,New Richmond Regional Airport,US,New Richmond,RNH
1741,Reno Tahoe International Airport,US,Reno,RNO
1742,Roanoke–Blacksburg Regional Airport,US,Roanoke,ROA
1743,Frederick Douglass Greater Rochester International Airport,US,Rochester,ROC
1744,Roswell Air Center Airport,US,Roswell,ROW
1745,Russell Municipal Airport,US,Russell,RSL
1746,Rochester International Airport,US,Rochester,RST
1747,Southwest Florida International Airport,US,Fort Myers,RSW
1748,Rutland - Southern Vermont Regional Airport,US,Rutland,RUT
1749,Tulsa Riverside Airport,US,Tulsa,RVS
1750,Redwood Falls Municipal Airport,US,Redwood Falls,RWF
1751,Rocky Mount Wilson Regional Airport,US,Rocky Mount,RWI
1752,Rawlins Municipal Airport/Harvey Field,US,Rawlins,RWL
1753,Sacramento Executive Airport,US,Sacramento,SAC
1754,Santa Fe Municipal Airport,US,Santa Fe,SAF
1755,San Diego International Airport,US,San Diego,SAN
1756,San Antonio International Airport,US,San Antonio,SAT
1757,Savannah Hilton Head International Airport,US,Savannah,SAV
1758,Marquette/Sawyer International Airport,US,Gwinn,MQT
1759,Santa Barbara Municipal Airport,US,Santa Barbara,SBA
1760,San Bernardino International Airport,US,San Bernardino,SBD
1761,South Bend Regional Airport,US,South Bend,SBN
1762,San Luis County Regional Airport,US,San Luis Obispo,SBP
1763,Salisbury Ocean City Wicomico Regional Airport,US,Salisbury,SBY
1764,Schenectady County Airport,US,Schenectady,SCH
1765,Stockton Metropolitan Airport,US,Stockton,SCK
1766,Louisville Muhammad Ali International Airport,US,Louisville,SDF
1767,Brown Field Municipal Airport,US,San Diego,SDM
1768,Sidney - Richland Regional Airport,US,Sidney,SDY
1769,Seattle–Tacoma International Airport,US,Seattle,SEA
1770,Orlando Sanford International Airport,US,Orlando,SFB
1771,Felts Field,US,Spokane,SFF
1772,San Francisco International Airport,US,San Francisco,SFO
1773,Springfield Branson National Airport,US,Springfield,SGF
1774,Springfield-Beckley Municipal Airport,US,Springfield,SGH
1775,Northeast Florida Regional Airport,US,St Augustine,UST
1776,Sugar Land Regional Airport,US,Houston,SGR
1777,St George Regional Airport,US,St George,SGU
1778,Shenandoah Valley Regional Airport,US,Weyers Cave,SHD
1779,Sheridan County Airport,US,Sheridan,SHR
1780,Shreveport Regional Airport,US,Shreveport,SHV
1781,Norman Y. Mineta San Jose International Airport,US,San Jose,SJC
1782,San Angelo Regional Mathis Field,US,San Angelo,SJT
1783,Fairchild Air Force Base,US,Spokane,SKA
1784,Lackland Air Force Base,US,San Antonio,SKF
1785,Taos Regional Airport,US,Taos,TSM
1786,Salt Lake City International Airport,US,Salt Lake City,SLC
1787,Salem-Willamette Valley Airport/McNary Field,US,Salem,SLE
1788,Adirondack Regional Airport,US,Saranac Lake,SLK
1789,Salina Municipal Airport,US,Salina,SLN
1790,Lake Cumberland Regional Airport,US,Somerset,SME
1791,Sacramento International Airport,US,Sacramento,SMF
1792,Lemhi County Airport,US,Salmon,SMN
1793,Santa Monica Municipal Airport,US,Santa Monica,SMO
1794,Santa Maria Public Airport Captain G Allan Hancock Field,US,Santa Maria,SMX
1795,John Wayne Orange County International Airport,US,Santa Ana,SNA
1796,Salinas Municipal Airport,US,Salinas,SNS
1797,Sidney Municipal Airport Lloyd W Carr Field,US,Sidney,SNY
1798,Show Low Regional Airport,US,Show Low,SOW
1799,Abraham Lincoln Capital Airport,US,Springfield,SPI
1800,Wichita Falls Municipal Airport / Sheppard Air Force Base,US,Wichita Falls,SPS
1801,San Carlos Airport,US,San Carlos,SQL
1802,Sarasota Bradenton International Airport,US,Sarasota/Bradenton,SRQ
1803,Sierra Blanca Regional Airport,US,Alto,RUI
1804,Shaw Air Force Base,US,Sumter,SSC
1805,Stinson Municipal Airport,US,San Antonio,SSF
1806,St Simons Island Airport,US,St Simons Island,SSI
1807,Saint Cloud Regional Airport,US,Saint Cloud,STC
1808,Rosecrans Memorial Airport,US,St Joseph,STJ
1809,St. Louis Lambert International Airport,US,St Louis,STL
1810,Saint Paul Downtown Holman Field,US,Saint Paul,STP
1811,Charles M. Schulz Sonoma County Airport,US,Santa Rosa,STS
1812,Friedman Memorial Airport,US,Hailey,SUN
1813,Spirit of St Louis Airport,US,St Louis,SUS
1814,Travis Air Force Base,US,Fairfield,SUU
1815,Sioux Gateway Airport / Brigadier General Bud Day Field,US,Sioux City,SUX
1816,Grant County Airport,US,Silver City,SVC
1817,Hunter Army Air Field,US,Savannah,SVN
1818,New York Stewart International Airport,US,Newburgh,SWF
1819,Stillwater Regional Airport,US,Stillwater,SWO
1820,Syracuse Hancock International Airport,US,Syracuse,SYR
1821,Whiteman Air Force Base,US,Knob Noster,SZL
1822,Waynesville-St. Robert Regional Airport-Forney Field,US,Fort Leonard Wood,TBN
1823,Tucumcari Municipal Airport,US,Tucumcari,TCC
1824,Tuscaloosa National Airport,US,Tuscaloosa,TCL
1825,McChord Air Force Base,US,Tacoma,TCM
1826,Truth or Consequences Municipal Airport,US,Truth or Consequences,TCS
1827,Teterboro Airport,US,Teterboro,TEB
1828,Telluride Regional Airport,US,Telluride,TEX
1829,Tinker Air Force Base,US,Oklahoma City,TIK
1830,Tacoma Narrows Airport,US,Tacoma,TIW
1831,Space Coast Regional Airport,US,Titusville,TIX
1832,Tallahassee Regional Airport,US,Tallahassee,TLH
1833,Miami Executive Airport,US,Miami,TMB
1834,Troy Municipal Airport at N Kenneth Campbell Field,US,Troy,TOI
1835,Eugene F. Kranz Toledo Express Airport,US,Toledo,TOL
1836,Philip Billard Municipal Airport,US,Topeka,TOP
1837,Tampa International Airport,US,Tampa,TPA
1838,Tonopah Airport,US,Tonopah,TPH
1839,Draughon Miller Central Texas Regional Airport,US,Temple,TPL
1840,Tri-Cities Regional TN/VA Airport,US,Blountville,TRI
1841,Truckee Tahoe Airport,US,Truckee,TKF
1842,Jacqueline Cochran Regional Airport,US,Palm Springs,TRM
1843,Portland Troutdale Airport,US,Portland,TTD
1844,Trenton Mercer Airport,US,Ewing Township,TTN
1845,Tulsa International Airport,US,Tulsa,TUL
1846,Tupelo Regional Airport,US,Tupelo,TUP
1847,Tucson International Airport / Morris Air National Guard Base,US,Tucson,TUS
1848,Cherry Capital Airport,US,Traverse City,TVC
1849,Thief River Falls Regional Airport,US,Thief River Falls,TVF
1850,Lake Tahoe Airport,US,South Lake Tahoe,TVL
1851,Joslin Field Magic Valley Regional Airport,US,Twin Falls,TWF
1852,Texarkana Regional Airport (Webb Field),US,Texarkana,TXK
1853,Tyler Pounds Regional Airport,US,Tyler,TYR
1854,McGhee Tyson Airport,US,Alcoa,TYS
1855,Quincy Regional Airport Baldwin Field,US,Quincy,UIN
1856,Ukiah Municipal Airport,US,Ukiah,UKI
1857,State College Regional Airport,US,State College,SCE
1858,University Oxford Airport,US,Oxford,UOX
1859,Huntsville Regional Airport,US,Huntsville,HTV
1860,Moody Air Force Base,US,Valdosta,VAD
1861,Vandenberg Space Force Base,US,Lompoc,VBG
1862,Victoria Regional Airport,US,Victoria,VCT
1863,Vernal Regional Airport,US,Vernal,VEL
1864,North Las Vegas Metropolitan International Airport,US,Las Vegas,VGT
1865,Visalia Municipal Airport,US,Visalia,VIS
1866,Valdosta Regional Airport,US,Valdosta,VLD
1867,Van Nuys Airport,US,Van Nuys,VNY
1868,Volk Field,US,Camp Douglas,VOK
1869,Destin-Fort Walton Beach Airport,US,Valparaiso,VPS
1870,Porter County Municipal Airport,US,Valparaiso,VPZ
1871,Cecil Airport,US,Jacksonville,VQQ
1872,Vero Beach Regional Airport,US,Vero Beach,VRB
1873,Miller Field,US,Valentine,VTN
1874,General William J Fox Airfield,US,Lancaster,WJF
1875,Winnemucca Municipal Airport,US,Winnemucca,WMC
1876,Robins Air Force Base,US,Warner Robins,WRB
1877,Mc Guire Air Force Base,US,Wrightstown,WRI
1878,Worland Municipal Airport,US,Worland,WRL
1879,Westerly State Airport,US,Westerly,WST
1880,Cape May County Airport,US,Wildwood,WWD
1881,West Woodward Airport,US,Woodward,WWR
1882,Kiwayu Airport,KE,Kiwayu,KWY
1883,Yellowstone Airport,US,West Yellowstone,WYS
1884,Northwest Arkansas National Airport,US,Fayetteville/Springdale/Rogers,XNA
1885,Willow Run Airport,US,Detroit,YIP
1886,Yakima Air Terminal McAllister Field,US,Yakima,YKM
1887,Chan Gurney Municipal Airport,US,Yankton,YKN
1888,Youngstown Warren Regional Airport,US,Youngstown/Warren,YNG
1889,Baikonur Krayniy Airport,KZ,Baikonur,BXY
1890,Zanesville Municipal Airport,US,Zanesville,ZZV
1891,Bokeo International Airport,LA,Ton Phueng,BOR
1892,Dr. Antonio Agostinho Neto International Airport,AO,Luanda (Ícolo e Bengo),NBJ
1893,Kukës International Airport,AL,Kukës,KFZ
1894,Tirana International Airport Mother Teresa,AL,Rinas,TIA
1895,Burgas Airport,BG,Burgas,BOJ
1896,Gorna Oryahovitsa Airport,BG,Gorna Oryahovitsa,GOZ
1897,Plovdiv International Airport,BG,Plovdiv,PDV
1898,Sofia Airport,BG,Sofia,SOF
1899,Varna Airport,BG,Varna,VAR
1900,Nicosia (Lefkoşa) Ercan International Airport,CY,Tymbou (Kirklar),ECN
1901,Larnaca International Airport,CY,Larnaca,LCA
1902,Paphos International Airport,CY,Paphos,PFO
1903,RAF Akrotiri,CY,Akrotiri,AKT
1904,Dubrovnik Ruđer Bošković Airport,HR,Čilipi,DBV
1905,Osijek Airport,HR,Klisa,OSI
1906,Pula Airport,HR,Pula,PUY
1907,Rijeka Airport,HR,Omišalj,RJK
1908,Brač Airport,HR,Gornji Humac,BWK
1909,Split Airport,HR,Kaštel Štafilić,SPU
1910,Zagreb Franjo Tuđman International Airport,HR,Velika Gorica,ZAG
1911,Zadar Airport,HR,Zemunik Donji (Zadar),ZAD
1912,Albacete Airport / Los Llanos Air Base,ES,Albacete,ABC
1913,Alicante-Elche Miguel Hernández Airport,ES,Alicante,ALC
1914,Almería Airport,ES,Almería,LEI
1915,Asturias Airport,ES,Ranón,OVD
1916,Córdoba Airport,ES,Córdoba,ODB
1917,Bilbao Airport,ES,Bilbao,BIO
1918,Burgos Airport,ES,Burgos,RGS
1919,Josep Tarradellas Barcelona-El Prat Airport,ES,Barcelona,BCN
1920,Badajoz Airport,ES,Badajoz,BJZ
1921,Castellón-Costa Azahar Airport,ES,Castellón de la Plana,CDT
1922,A Coruña Airport,ES,Culleredo,LCG
1923,Lleida-Alguaire Airport,ES,Lleida,ILD
1924,Girona-Costa Brava Airport,ES,Girona,GRO
